序号,实体名,中文名,工业用途分类,软件模块分类,EXPRESS schema,说明链接
1171,runout_zone_orientation,跳动区域定向,公差 / 尺寸 / 基准（PMI）,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation） / 检测 / PMI（inspection & tolerance）,shape_tolerance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/6_schema.htm#shape_tolerance_schema.runout_zone_orientation
1172,runout_zone_orientation_reference_direction,跳动区域定向引用方向,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid） / 外部引用 / 代理机制（external reference & proxy）,shape_tolerance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/6_schema.htm#shape_tolerance_schema.runout_zone_orientation_reference_direction
1173,satisfied_requirement,被满足要求,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,requirement_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/5_mim.htm#requirement_assignment_mim.satisfied_requirement
1174,satisfies_requirement,满足要求,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,requirement_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/5_mim.htm#requirement_assignment_mim.satisfies_requirement
1175,satisfying_item,满足项,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 元模型 / 表示框架（representation framework）,requirement_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/5_mim.htm#requirement_assignment_mim.satisfying_item
1176,scan_3d_model,扫描三维模型,扫描 / 点云 / 逆向,3D 建模 / 实体造型（3D modeling & solid）,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scan_3d_model
1177,scan_data_shape_representation,扫描数据形状表示,渲染 / 外观 / 可视化 / 扫描 / 点云 / 逆向,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scan_data_shape_representation
1178,scanned_data_item,扫描数据项,扫描 / 点云 / 逆向,元模型 / 表示框架（representation framework）,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scanned_data_item
1179,scanner_basic_properties,扫描仪基本属性,扫描 / 点云 / 逆向,其他 / 通用基础,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scanner_basic_properties
1180,scanner_property,扫描仪属性,扫描 / 点云 / 逆向,属性 / 特征化（property & characterization）,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scanner_property
1181,screw_pair,螺旋副,机械 / 运动学 / 传动,运动学 / 仿真（kinematics & simulation）,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.screw_pair
1182,screw_pair_value,螺旋副值,机械 / 运动学 / 传动,运动学 / 仿真（kinematics & simulation）,kinematic_state_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/7_schema.htm#kinematic_state_schema.screw_pair_value
1183,screw_pair_with_range,带范围的螺旋副,机械 / 运动学 / 传动,运动学 / 仿真（kinematics & simulation）,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.screw_pair_with_range
1184,seam_curve,接缝曲线,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.seam_curve
1185,seam_edge,接缝边,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.seam_edge
1186,security_classification,安全密级,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,security_classification_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/25_schema.htm#security_classification_schema.security_classification
1187,security_classification_assignment,安全分类赋值,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,management_resources_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/18_schema.htm#management_resources_schema.security_classification_assignment
1188,security_classification_level,安全分类层级,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,security_classification_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/25_schema.htm#security_classification_schema.security_classification_level
1189,selector_function,选择器函数,表达式 / 数学 / 矩阵,类型系统 / 选择机制（type system & select）,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
1190,sequential_method,顺序方法,NC / 数控加工（CAM）,制造 / 工艺规划（CAM & process planning）,,https://www.steptools.com/stds/smrl/data/resource_docs/process_structure_and_properties/ISO_10303-49_1998.pdf
1191,serial_action_method,串行动作方法,NC / 数控加工（CAM） / 产品 / 配置 / 数据管理（PDM）,制造 / 工艺规划（CAM & process planning） / 数据管理 / 配置（PDM & configuration）,,https://www.steptools.com/stds/smrl/data/resource_docs/process_structure_and_properties/ISO_10303-49_1998.pdf
1192,serial_numbered_effectivity,序号有效性,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 有效性 / 版本（effectivity & versioning）,effectivity_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/12_schema.htm#effectivity_schema.serial_numbered_effectivity
1193,series_composed_function,系列组合函数,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
1194,shape_aspect,形状要素,几何 / 拓扑 / 实体造型,2D 绘图 / 草图（2D drafting & sketch） / 3D 建模 / 实体造型（3D modeling & solid） / 元模型 / 表示框架（representation framework）,aim-shape_aspect,https://stepmfg.github.io/ap238/data/clause5.htm#aim-shape_aspect
1195,shape_aspect_associativity,形状要素关联性,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,aic_associative_draughting_elements,https://www.steptools.com/stds/smrl/data/resource_docs/associative_draughting_elements/sys/4_schema.htm#aic_associative_draughting_elements.shape_aspect_associativity
1196,shape_aspect_deriving_relationship,形状要素派生关系,特征 / 加工特征,其他 / 通用基础,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.shape_aspect_deriving_relationship
1197,shape_aspect_occurrence,形状要素实例,产品 / 配置 / 数据管理（PDM） / 特征 / 加工特征,装配 / 结构（assembly & structure） / 数据管理 / 配置（PDM & configuration）,product_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/22_schema.htm#product_property_definition_schema.shape_aspect_occurrence
1198,shape_aspect_relationship,形状要素关系,特征 / 加工特征,其他 / 通用基础,product_property_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/22_schema.htm#product_property_definition_schema.shape_aspect_relationship
1199,shape_defining_relationship,形状定义关系,特征 / 加工特征,其他 / 通用基础,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.shape_defining_relationship
1200,shape_definition_representation,形状定义表示,渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.shape_definition_representation
1201,shape_dimension_representation,尺寸几何表示,渲染 / 外观 / 可视化 / 公差 / 尺寸 / 基准（PMI）,渲染 / 可视化（rendering & visualization） / 检测 / PMI（inspection & tolerance） / 元模型 / 表示框架（representation framework）,shape_dimension_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/5_schema.htm#shape_dimension_schema.shape_dimension_representation
1202,shape_feature_definition,形状特征定义,特征 / 加工特征,其他 / 通用基础,shape_feature_mim,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/5_mim.htm#shape_feature_mim.shape_feature_definition
1203,shape_feature_definition_element_relationship,形状特征定义元素关系,特征 / 加工特征,其他 / 通用基础,shape_feature_mim,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/5_mim.htm#shape_feature_mim.shape_feature_definition_element_relationship
1204,shape_feature_definition_relationship,形状特征定义关系,特征 / 加工特征,其他 / 通用基础,shape_feature_mim,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/5_mim.htm#shape_feature_mim.shape_feature_definition_relationship
1205,shape_representation,形状表示,渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.shape_representation
1206,shape_representation_reference,形状表示引用,渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework） / 外部引用 / 代理机制（external reference & proxy）,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.shape_representation_reference
1207,shape_representation_relationship,形状表示关系,渲染 / 外观 / 可视化,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.shape_representation_relationship
1208,shape_representation_with_parameters,带参数的形状表示,渲染 / 外观 / 可视化 / 特征 / 加工特征,渲染 / 可视化（rendering & visualization） / 检测 / PMI（inspection & tolerance） / 元模型 / 表示框架（representation framework）,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.shape_representation_with_parameters
1209,shell_based_surface_model,基于壳的曲面模型,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.shell_based_surface_model
1210,shell_based_wireframe_model,壳基于线框模型,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.shell_based_wireframe_model
