序号,框类型,实体名,中文名,EXPRESS schema,说明链接
3759,属性引用框,imported_point_function,导入点函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3760,属性引用框,imported_surface_function,导入曲面函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3761,属性引用框,imported_volume_function,导入体积函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3762,属性引用框,parallel_composed_function,平行组合函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3763,属性引用框,selector_function,选择器函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3764,属性引用框,series_composed_function,系列组合函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3765,属性引用框,generic_variable,通用变量,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3766,属性引用框,generic_literal,通用字面量,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3767,属性引用框,function_application,函数应用,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3768,属性引用框,definite_integral_expression,确定积分表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3769,属性引用框,edge,边,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.edge
3770,属性引用框,loop,环,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.loop
3771,属性引用框,connected_face_set,连接面集合,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.connected_face_set
3772,属性引用框,connected_edge_set,连接边集合,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.connected_edge_set
3773,属性引用框,volume_with_faces,带面的体积,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.volume_with_faces
3774,属性引用框,connected_volume_set,连接体积集合,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.connected_volume_set
3775,属性引用框,path,路径,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.path
3776,属性引用框,vertex_shell,顶点壳,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.vertex_shell
3777,属性引用框,wire_shell,线框壳（wire shell）,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.wire_shell
3778,属性引用框,kinematic_joint,运动学关节,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_joint
3779,属性引用框,datum,基准,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.datum
3780,属性引用框,general_datum_reference,公共基准引用,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.general_datum_reference
3781,属性引用框,datum_system,基准体系,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.datum_system
3782,属性引用框,datum_feature,基准要素,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.datum_feature
3783,属性引用框,datum_target,基准目标,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.datum_target
3784,属性引用框,tolerance_zone,公差带,shape_tolerance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/6_schema.htm#shape_tolerance_schema.tolerance_zone
3785,属性引用框,multi_level_reference_designator,多层级引用代号,product_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/4_schema.htm#product_structure_schema.multi_level_reference_designator
3786,属性引用框,product_class,产品类,product_class_mim,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/5_mim.htm#product_class_mim.product_class
3787,属性引用框,product_identification,产品标识,specified_product_mim,https://www.steptools.com/stds/smrl/data/modules/specified_product/sys/5_mim.htm#specified_product_mim.product_identification
3788,属性引用框,machining_cutting_component,加工切削组件,aim-machining_cutting_component,https://stepmfg.github.io/ap238/data/clause5.htm#aim-machining_cutting_component
3789,属性引用框,characterized_product_concept_feature,特征化产品概念特征,product_class_mim,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/5_mim.htm#product_class_mim.characterized_product_concept_feature
3790,属性引用框,common_datum,公共基准,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.common_datum
3791,属性引用框,curve_style_font_pattern,曲线样式字体阵列,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.curve_style_font_pattern
3792,属性引用框,curve_style_font,曲线样式字体,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.curve_style_font
3793,属性引用框,curve_style_font_and_scaling,曲线样式字体与缩放,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.curve_style_font_and_scaling
3794,属性引用框,curve_style,曲线样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.curve_style
3795,属性引用框,fill_area_style,填充面积样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style
3796,属性引用框,point_style,点样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.point_style
3797,属性引用框,surface_style_boundary,曲面样式边界,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_boundary
3798,属性引用框,surface_style_control_grid,曲面样式控制网格,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_control_grid
3799,属性引用框,surface_style_fill_area,曲面样式填充区域,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_fill_area
3800,属性引用框,surface_style_parameter_line,曲面样式参数线,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_parameter_line
3801,属性引用框,surface_style_segmentation_curve,曲面样式分段曲线,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_segmentation_curve
3802,属性引用框,surface_style_silhouette,曲面样式轮廓,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_silhouette
3803,属性引用框,surface_side_style,曲面侧样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_side_style
3804,属性引用框,surface_style_usage,曲面样式用法,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.surface_style_usage
3805,属性引用框,symbol_style,符号样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.symbol_style
3806,属性引用框,character_glyph_style_outline,字符字形样式轮廓,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.character_glyph_style_outline
3807,属性引用框,character_glyph_style_stroke,字符字形样式笔画,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.character_glyph_style_stroke
3808,属性引用框,text_style,文本样式,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.text_style
3809,属性引用框,presentation_style_assignment,表示样式赋值,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.presentation_style_assignment
3810,属性引用框,composite_curve_segment,组合曲线段,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.composite_curve_segment
3811,属性引用框,box_domain,盒域,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.box_domain
